depot_name,container_type,container_condition,quantity,price,sku,latitude,longitude,address,city,state,postal_code,country
Dallas Depot,10DC Brand New Container,Brand New,1,1,10DCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC AS-IS Container,AS IS ,1,1,20DCASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Wind and Water Tight Container,Wind and Water Tight,1,1,20DCWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Cargo Worthy Container,Cargo Worthy ,1,1,20DCCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC IICL Container,IICL,1,1,20DCCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Brand New Container,Brand New,1,1,20DCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20HC AS-IS Container,AS IS ,1,1,20HCASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20HC Wind and Water Tight Container,Wind and Water Tight,1,1,20HCWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20HC Cargo Worthy Container,Cargo Worthy ,1,1,20HCCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20HC IICL Container,IICL,1,1,20HCCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20HC Brand New Container,Brand New,1,1,20HCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40DC AS-IS Container,AS IS ,1,1,40DCASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40DC Wind and Water Tight Container,Wind and Water Tight,1,1,40DCWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40DC Cargo Worthy Container,Cargo Worthy ,1,1,40DCCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40DC IICL Container,IICL,1,1,40DCCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40DC Brand New Container,Brand New,1,1,40DCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC AS-IS Container,AS IS ,1,1,40HCASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Wind and Water Tight Container,Wind and Water Tight,1,1,40HCWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Cargo Worthy Container,Cargo Worthy ,1,1,40HCCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC IICL Container,IICL,1,1,40HCCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Brand New Container,Brand New,1,1,40HCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC AS-IS Open Top Container,AS IS ,1,1,45HCASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC Wind and Water Tight Container,Wind and Water Tight,1,1,45HCWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC Cargo Worthy Container,Cargo Worthy ,1,1,45HCCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC IICL Container,IICL,1,1,45HCCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC Brand New Container,Brand New,1,1,45HCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,53HC AS-IS Open Top Container,AS IS ,1,1,53HCASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,53HC Wind and Water Tight Container,Wind and Water Tight,1,1,53HCWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,53HC Cargo Worthy Container,Cargo Worthy ,1,1,53HCCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,53HC IICL Container,IICL,1,1,53HCCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,53HC Brand New Container,Brand New,1,1,53HCBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC AS-IS Side Door Container,AS IS ,1,1,20SDASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Wind and Water Tight  Side Door Container,Wind and Water Tight,1,1,20SDWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Cargo Worthy Side Door Container,Cargo Worthy ,1,1,20SDCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC IICL Side Door Container,IICL,1,1,20SDCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Brand New Side Door Container,Brand New,1,1,20SDBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC AS-IS Side Door Container,AS IS ,1,1,40HCSDASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Wind and Water Tight  Side Door Container,Wind and Water Tight,1,1,40HCSDWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Cargo Worthy Side Door Container,Cargo Worthy ,1,1,40HCSDCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC IICL Side Door Container,IICL,1,1,40HCSDCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Brand New Side Door Container,Brand New,1,1,40HCSDBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC AS-IS Double Door Container,AS IS ,1,1,20DDASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Wind and Water Tight  Double Door Container,Wind and Water Tight,1,1,20DDWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Cargo Worthy Double Door Container,Cargo Worthy ,1,1,20DDCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC IICL Double Door Container,IICL,1,1,20DDCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Brand New Double Door Container,Brand New,1,1,20DDBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC AS-IS Double Door Container,AS IS ,1,1,40HCDDASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Wind and Water Tight  Double Door Container,Wind and Water Tight,1,1,40HCDDWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Cargo Worthy Double Door Container,Cargo Worthy ,1,1,40HCDDCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC IICL Double Door Container,IICL,1,1,40HCDDCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Brand New Double Door Container,Brand New,1,1,40HCDDBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC AS-IS Refrigerated Container,AS IS ,1,1,20RFASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Wind and Water Tight Refrigerated Container,Wind and Water Tight,1,1,20RFWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Cargo Worthy Refrigerated Container,Cargo Worthy ,1,1,20RFCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC IICL Refrigerated Container,IICL,1,1,20RFCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Brand New Refrigerated Container,Brand New,1,1,20RFBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC AS-IS Refrigerated Container,AS IS ,1,1,40HCRFASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Wind and Water Tight Refrigerated Container,Wind and Water Tight,1,1,40HCRFWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Cargoo Worthy Refrigerated Container,Cargo Worthy ,1,1,40HCRFCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC IICL Refrigerated Container,IICL,1,1,40HCRFCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Brand New Refrigerated Container,Brand New,1,1,40HCRFBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC AS-IS Open Top Container,AS IS ,1,1,20OTASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Wind and Water Tight Open Top Container,Wind and Water Tight,1,1,20OTWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Cargo Worthy Open Top Container,Cargo Worthy ,1,1,20OTCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC IICL Open Top Container,IICL,1,1,20OTCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,20DC Brand New Open Top Container,Brand New,1,1,20OTBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC AS-IS Open Top Container,AS IS ,1,1,40HCOTASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Wind and Water Tight Open Top Container,Wind and Water Tight,1,1,40HCOTWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Cargo Worthy Open Top Container,Cargo Worthy ,1,1,40HCOTCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC IICL Open Top Container,IICL,1,1,40HCOTCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Brand New Open Top Container,Brand New,1,1,40HCOTBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC AS IS Pallet Wide Container,AS IS ,1,1,40HCPWASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,1,1,40HCPWWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,1,1,40HCPWCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC IICL Pallet Wide Container,IICL,1,1,40HCPWCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,40HC Brand New Pallet Wide Container,Brand New,1,1,40HCPWBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC AS IS Pallet Wide Container,AS IS ,1,1,45HCPWASDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,1,1,45HCPWWWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,1,1,45HCPWCWDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC IICL Pallet Wide Container,IICL,1,1,45HCPWCLDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Dallas Depot,45HC Brand New Pallet Wide Container,Brand New,1,1,45HCPWBNDAL,32.6439,-96.7075,1141 East Fulghum Rd ,Hutchins,TX,75141,USA
Denver Depot,10DC Brand New Container,Brand New,1,1,10DCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC AS-IS Container,AS IS ,1,1,20DCASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Wind and Water Tight Container,Wind and Water Tight,1,1,20DCWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Cargo Worthy Container,Cargo Worthy ,1,1,20DCCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC IICL Container,IICL,1,1,20DCCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Brand New Container,Brand New,1,1,20DCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20HC AS-IS Container,AS IS ,1,1,20HCASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20HC Wind and Water Tight Container,Wind and Water Tight,1,1,20HCWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20HC Cargo Worthy Container,Cargo Worthy ,1,1,20HCCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20HC IICL Container,IICL,1,1,20HCCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20HC Brand New Container,Brand New,1,1,20HCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40DC AS-IS Container,AS IS ,1,1,40DCASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40DC Wind and Water Tight Container,Wind and Water Tight,1,1,40DCWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40DC Cargo Worthy Container,Cargo Worthy ,1,1,40DCCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40DC IICL Container,IICL,1,1,40DCCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40DC Brand New Container,Brand New,1,1,40DCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC AS-IS Container,AS IS ,1,1,40HCASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Wind and Water Tight Container,Wind and Water Tight,1,1,40HCWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Cargo Worthy Container,Cargo Worthy ,1,1,40HCCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC IICL Container,IICL,1,1,40HCCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Brand New Container,Brand New,1,1,40HCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC AS-IS Open Top Container,AS IS ,1,1,45HCASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC Wind and Water Tight Container,Wind and Water Tight,1,1,45HCWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC Cargo Worthy Container,Cargo Worthy ,1,1,45HCCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC IICL Container,IICL,1,1,45HCCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC Brand New Container,Brand New,1,1,45HCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,53HC AS-IS Open Top Container,AS IS ,1,1,53HCASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,53HC Wind and Water Tight Container,Wind and Water Tight,1,1,53HCWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,53HC Cargo Worthy Container,Cargo Worthy ,1,1,53HCCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,53HC IICL Container,IICL,1,1,53HCCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,53HC Brand New Container,Brand New,1,1,53HCBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC AS-IS Side Door Container,AS IS ,1,1,20SDASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Wind and Water Tight  Side Door Container,Wind and Water Tight,1,1,20SDWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Cargo Worthy Side Door Container,Cargo Worthy ,1,1,20SDCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC IICL Side Door Container,IICL,1,1,20SDCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Brand New Side Door Container,Brand New,1,1,20SDBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC AS-IS Side Door Container,AS IS ,1,1,40HCSDASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Wind and Water Tight  Side Door Container,Wind and Water Tight,1,1,40HCSDWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Cargo Worthy Side Door Container,Cargo Worthy ,1,1,40HCSDCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC IICL Side Door Container,IICL,1,1,40HCSDCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Brand New Side Door Container,Brand New,1,1,40HCSDBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC AS-IS Double Door Container,AS IS ,1,1,20DDASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Wind and Water Tight  Double Door Container,Wind and Water Tight,1,1,20DDWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Cargo Worthy Double Door Container,Cargo Worthy ,1,1,20DDCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC IICL Double Door Container,IICL,1,1,20DDCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Brand New Double Door Container,Brand New,1,1,20DDBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC AS-IS Double Door Container,AS IS ,1,1,40HCDDASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Wind and Water Tight  Double Door Container,Wind and Water Tight,1,1,40HCDDWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Cargo Worthy Double Door Container,Cargo Worthy ,1,1,40HCDDCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC IICL Double Door Container,IICL,1,1,40HCDDCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Brand New Double Door Container,Brand New,1,1,40HCDDBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC AS-IS Refrigerated Container,AS IS ,1,1,20RFASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Wind and Water Tight Refrigerated Container,Wind and Water Tight,1,1,20RFWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Cargo Worthy Refrigerated Container,Cargo Worthy ,1,1,20RFCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC IICL Refrigerated Container,IICL,1,1,20RFCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Brand New Refrigerated Container,Brand New,1,1,20RFBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC AS-IS Refrigerated Container,AS IS ,1,1,40HCRFASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Wind and Water Tight Refrigerated Container,Wind and Water Tight,1,1,40HCRFWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Cargoo Worthy Refrigerated Container,Cargo Worthy ,1,1,40HCRFCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC IICL Refrigerated Container,IICL,1,1,40HCRFCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Brand New Refrigerated Container,Brand New,1,1,40HCRFBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC AS-IS Open Top Container,AS IS ,1,1,20OTASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Wind and Water Tight Open Top Container,Wind and Water Tight,1,1,20OTWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Cargo Worthy Open Top Container,Cargo Worthy ,1,1,20OTCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC IICL Open Top Container,IICL,1,1,20OTCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,20DC Brand New Open Top Container,Brand New,1,1,20OTBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC AS-IS Open Top Container,AS IS ,1,1,40HCOTASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Wind and Water Tight Open Top Container,Wind and Water Tight,1,1,40HCOTWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Cargo Worthy Open Top Container,Cargo Worthy ,1,1,40HCOTCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC IICL Open Top Container,IICL,1,1,40HCOTCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Brand New Open Top Container,Brand New,1,1,40HCOTBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC AS IS Pallet Wide Container,AS IS ,1,1,40HCPWASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,1,1,40HCPWWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,1,1,40HCPWCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC IICL Pallet Wide Container,IICL,1,1,40HCPWCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,40HC Brand New Pallet Wide Container,Brand New,1,1,40HCPWBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC AS IS Pallet Wide Container,AS IS ,1,1,45HCPWASDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,1,1,45HCPWWWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,1,1,45HCPWCWDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC IICL Pallet Wide Container,IICL,1,1,45HCPWCLDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Denver Depot,45HC Brand New Pallet Wide Container,Brand New,1,1,45HCPWBNDEN,39.82,-105.01,"6515 Delaware,,Box 17888",Denver,CO,80221,USA
Detroit Depot,10DC Brand New Container,Brand New,1,1,10DCBNDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20DC AS-IS Container,AS IS ,1,1,20DCASDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20DC Wind and Water Tight Container,Wind and Water Tight,1,1,20DCWWDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20DC Cargo Worthy Container,Cargo Worthy ,1,1,20DCCWDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20DC IICL Container,IICL,1,1,20DCCLDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20DC Brand New Container,Brand New,1,1,20DCBNDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20HC AS-IS Container,AS IS ,1,1,20HCASDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
Detroit Depot,20HC Wind and Water Tight Container,Wind and Water Tight,1,1,20HCWWDET,42.3317,-83.0475,8501 W. Fort Street,Detroit,MI,48209,USA
