container_id,container_type,condition,location_code,location_name,latitude,longitude,available_date,price_usd,owner_id,special_features,last_inspection_date
10DCBNDAL,10DC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DCASDAL,20DC AS-IS Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DCWWDAL,20DC Wind and Water Tight Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DCCWDAL,20DC Cargo Worthy Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DCCLDAL,20DC IICL Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DCBNDAL,20DC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20HCASDAL,20HC AS-IS Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20HCWWDAL,20HC Wind and Water Tight Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20HCCWDAL,20HC Cargo Worthy Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20HCCLDAL,20HC IICL Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20HCBNDAL,20HC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40DCASDAL,40DC AS-IS Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40DCWWDAL,40DC Wind and Water Tight Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40DCCWDAL,40DC Cargo Worthy Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40DCCLDAL,40DC IICL Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40DCBNDAL,40DC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCASDAL,40HC AS-IS Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCWWDAL,40HC Wind and Water Tight Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCCWDAL,40HC Cargo Worthy Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCCLDAL,40HC IICL Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCBNDAL,40HC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCASDAL,45HC AS-IS Open Top Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCWWDAL,45HC Wind and Water Tight Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCCWDAL,45HC Cargo Worthy Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCCLDAL,45HC IICL Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCBNDAL,45HC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
53HCASDAL,53HC AS-IS Open Top Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
53HCWWDAL,53HC Wind and Water Tight Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
53HCCWDAL,53HC Cargo Worthy Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
53HCCLDAL,53HC IICL Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
53HCBNDAL,53HC Brand New Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20SDASDAL,20DC AS-IS Side Door Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20SDWWDAL,20DC Wind and Water Tight  Side Door Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20SDCWDAL,20DC Cargo Worthy Side Door Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20SDCLDAL,20DC IICL Side Door Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20SDBNDAL,20DC Brand New Side Door Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCSDASDAL,40HC AS-IS Side Door Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCSDWWDAL,40HC Wind and Water Tight  Side Door Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCSDCWDAL,40HC Cargo Worthy Side Door Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCSDCLDAL,40HC IICL Side Door Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCSDBNDAL,40HC Brand New Side Door Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DDASDAL,20DC AS-IS Double Door Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DDWWDAL,20DC Wind and Water Tight  Double Door Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DDCWDAL,20DC Cargo Worthy Double Door Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DDCLDAL,20DC IICL Double Door Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20DDBNDAL,20DC Brand New Double Door Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCDDASDAL,40HC AS-IS Double Door Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCDDWWDAL,40HC Wind and Water Tight  Double Door Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCDDCWDAL,40HC Cargo Worthy Double Door Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCDDCLDAL,40HC IICL Double Door Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCDDBNDAL,40HC Brand New Double Door Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20RFASDAL,20DC AS-IS Refrigerated Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20RFWWDAL,20DC Wind and Water Tight Refrigerated Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20RFCWDAL,20DC Cargo Worthy Refrigerated Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20RFCLDAL,20DC IICL Refrigerated Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20RFBNDAL,20DC Brand New Refrigerated Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCRFASDAL,40HC AS-IS Refrigerated Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCRFWWDAL,40HC Wind and Water Tight Refrigerated Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCRFCWDAL,40HC Cargoo Worthy Refrigerated Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCRFCLDAL,40HC IICL Refrigerated Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCRFBNDAL,40HC Brand New Refrigerated Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20OTASDAL,20DC AS-IS Open Top Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20OTWWDAL,20DC Wind and Water Tight Open Top Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20OTCWDAL,20DC Cargo Worthy Open Top Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20OTCLDAL,20DC IICL Open Top Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
20OTBNDAL,20DC Brand New Open Top Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCOTASDAL,40HC AS-IS Open Top Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCOTWWDAL,40HC Wind and Water Tight Open Top Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCOTCWDAL,40HC Cargo Worthy Open Top Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCOTCLDAL,40HC IICL Open Top Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCOTBNDAL,40HC Brand New Open Top Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCPWASDAL,40HC AS IS Pallet Wide Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCPWWWDAL,40HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCPWCWDAL,40HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCPWCLDAL,40HC IICL Pallet Wide Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
40HCPWBNDAL,40HC Brand New Pallet Wide Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCPWASDAL,45HC AS IS Pallet Wide Container,AS IS ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCPWWWDAL,45HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCPWCWDAL,45HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCPWCLDAL,45HC IICL Pallet Wide Container,IICL,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
45HCPWBNDAL,45HC Brand New Pallet Wide Container,Brand New,Dallas,Dallas,32.6439,-96.7075,2025-05-30,1,GCE,75141,2025-05-30
10DCBNDEN,10DC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DCASDEN,20DC AS-IS Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DCWWDEN,20DC Wind and Water Tight Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DCCWDEN,20DC Cargo Worthy Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DCCLDEN,20DC IICL Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DCBNDEN,20DC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20HCASDEN,20HC AS-IS Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20HCWWDEN,20HC Wind and Water Tight Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20HCCWDEN,20HC Cargo Worthy Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20HCCLDEN,20HC IICL Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20HCBNDEN,20HC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40DCASDEN,40DC AS-IS Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40DCWWDEN,40DC Wind and Water Tight Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40DCCWDEN,40DC Cargo Worthy Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40DCCLDEN,40DC IICL Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40DCBNDEN,40DC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCASDEN,40HC AS-IS Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCWWDEN,40HC Wind and Water Tight Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCCWDEN,40HC Cargo Worthy Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCCLDEN,40HC IICL Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCBNDEN,40HC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCASDEN,45HC AS-IS Open Top Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCWWDEN,45HC Wind and Water Tight Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCCWDEN,45HC Cargo Worthy Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCCLDEN,45HC IICL Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCBNDEN,45HC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
53HCASDEN,53HC AS-IS Open Top Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
53HCWWDEN,53HC Wind and Water Tight Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
53HCCWDEN,53HC Cargo Worthy Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
53HCCLDEN,53HC IICL Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
53HCBNDEN,53HC Brand New Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20SDASDEN,20DC AS-IS Side Door Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20SDWWDEN,20DC Wind and Water Tight  Side Door Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20SDCWDEN,20DC Cargo Worthy Side Door Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20SDCLDEN,20DC IICL Side Door Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20SDBNDEN,20DC Brand New Side Door Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCSDASDEN,40HC AS-IS Side Door Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCSDWWDEN,40HC Wind and Water Tight  Side Door Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCSDCWDEN,40HC Cargo Worthy Side Door Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCSDCLDEN,40HC IICL Side Door Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCSDBNDEN,40HC Brand New Side Door Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DDASDEN,20DC AS-IS Double Door Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DDWWDEN,20DC Wind and Water Tight  Double Door Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DDCWDEN,20DC Cargo Worthy Double Door Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DDCLDEN,20DC IICL Double Door Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20DDBNDEN,20DC Brand New Double Door Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCDDASDEN,40HC AS-IS Double Door Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCDDWWDEN,40HC Wind and Water Tight  Double Door Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCDDCWDEN,40HC Cargo Worthy Double Door Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCDDCLDEN,40HC IICL Double Door Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCDDBNDEN,40HC Brand New Double Door Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20RFASDEN,20DC AS-IS Refrigerated Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20RFWWDEN,20DC Wind and Water Tight Refrigerated Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20RFCWDEN,20DC Cargo Worthy Refrigerated Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20RFCLDEN,20DC IICL Refrigerated Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20RFBNDEN,20DC Brand New Refrigerated Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCRFASDEN,40HC AS-IS Refrigerated Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCRFWWDEN,40HC Wind and Water Tight Refrigerated Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCRFCWDEN,40HC Cargoo Worthy Refrigerated Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCRFCLDEN,40HC IICL Refrigerated Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCRFBNDEN,40HC Brand New Refrigerated Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20OTASDEN,20DC AS-IS Open Top Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20OTWWDEN,20DC Wind and Water Tight Open Top Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20OTCWDEN,20DC Cargo Worthy Open Top Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20OTCLDEN,20DC IICL Open Top Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
20OTBNDEN,20DC Brand New Open Top Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCOTASDEN,40HC AS-IS Open Top Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCOTWWDEN,40HC Wind and Water Tight Open Top Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCOTCWDEN,40HC Cargo Worthy Open Top Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCOTCLDEN,40HC IICL Open Top Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCOTBNDEN,40HC Brand New Open Top Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCPWASDEN,40HC AS IS Pallet Wide Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCPWWWDEN,40HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCPWCWDEN,40HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCPWCLDEN,40HC IICL Pallet Wide Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
40HCPWBNDEN,40HC Brand New Pallet Wide Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCPWASDEN,45HC AS IS Pallet Wide Container,AS IS ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCPWWWDEN,45HC Wind and Water Tight Pallet Wide Container,Wind and Water Tight,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCPWCWDEN,45HC Cargo Worthy Pallet Wide Container,Cargo Worthy ,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCPWCLDEN,45HC IICL Pallet Wide Container,IICL,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
45HCPWBNDEN,45HC Brand New Pallet Wide Container,Brand New,Denver,Denver,39.82,-105.01,2025-05-30,1,GCE,80221,2025-05-30
10DCBNDET,10DC Brand New Container,Brand New,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20DCASDET,20DC AS-IS Container,AS IS ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20DCWWDET,20DC Wind and Water Tight Container,Wind and Water Tight,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20DCCWDET,20DC Cargo Worthy Container,Cargo Worthy ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20DCCLDET,20DC IICL Container,IICL,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20DCBNDET,20DC Brand New Container,Brand New,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20HCASDET,20HC AS-IS Container,AS IS ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20HCWWDET,20HC Wind and Water Tight Container,Wind and Water Tight,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20HCCWDET,20HC Cargo Worthy Container,Cargo Worthy ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20HCCLDET,20HC IICL Container,IICL,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
20HCBNDET,20HC Brand New Container,Brand New,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40DCASDET,40DC AS-IS Container,AS IS ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40DCWWDET,40DC Wind and Water Tight Container,Wind and Water Tight,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40DCCWDET,40DC Cargo Worthy Container,Cargo Worthy ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40DCCLDET,40DC IICL Container,IICL,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40DCBNDET,40DC Brand New Container,Brand New,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40HCASDET,40HC AS-IS Container,AS IS ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40HCWWDET,40HC Wind and Water Tight Container,Wind and Water Tight,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40HCCWDET,40HC Cargo Worthy Container,Cargo Worthy ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40HCCLDET,40HC IICL Container,IICL,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
40HCBNDET,40HC Brand New Container,Brand New,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
45HCASDET,45HC AS-IS Open Top Container,AS IS ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
45HCWWDET,45HC Wind and Water Tight Container,Wind and Water Tight,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
45HCCWDET,45HC Cargo Worthy Container,Cargo Worthy ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
45HCCLDET,45HC IICL Container,IICL,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
45HCBNDET,45HC Brand New Container,Brand New,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
53HCASDET,53HC AS-IS Open Top Container,AS IS ,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
53HCWWDET,53HC Wind and Water Tight Container,Wind and Water Tight,Detroit,Detroit,42.3317,-83.0475,2025-05-30,1,GCE,48209,2025-05-30
