Country,City,Code,Depot Name,Address (Short),Latitude,Longitude,,
Costa Rica,Limon,LIOC,"Atlantic Container Terminals, S.A.","In front RTV Campus, road 32, Liverpool-Puerto Limón",10,-83.0333,,
Costa Rica,Limon,LIOD,"Ticontainers, S.A.","Ruta 32, Rio Madre, 500 mts de Riteve, sentido Limon - San Jose",10.01,-83.03,,
Costa Rica,Limon,LIOE,Transportes Grant S.A.,"Liverpool, Puente Rio Blanco 1Km Este, Rute 32, Curridabat, Limon",10.0087,-83.0228,,
Portugal,Lisbon,LISE,Alcont Santa Iria,"Lugar Marinhas D. Pedro, Santa Iria da Azoia 2690-361",38.8581,-9.0897,,
UK,London,LONG,Bullman Marine Supplies & Containers Ltd,"84 River Road, Barking, Essex IG11 0DS",51.5273,0.1021,,
UK,Liverpool,LPLA,Eldapoint Ltd.,"Charleywood Road, Kirkby Industrial Estate, Merseyside L33 7SG",53.4812,-2.888,,
UK,Liverpool,LPLD,Containercare Ltd.,"Progress House, Dock Road, Garston, Liverpool L19 2JR",53.3497,-2.9,,
Italy,La Spezia,LSPA,CONTREPAIR SRL (NORA Division),"Strada Comunale di Bolano, 20, Santo Stefano di Magra, 19037 La Spezia",44.1669,9.9002,,
Italy,La Spezia,LSPB,Terminal Rebora La Spezia,"Via di Bolano, Loc Posticci, 19037 S. Stefano Magra",44.1712,9.8992,,
Germany,Ludwigshafen,LUDA,Contargo Rhein-Neckar GmbH,"Shellstrasse 5, 67065 Ludwigshafen",49.4668,8.4216,,
USA,Kansas City,KCTE,"Select Fleet Transportation, Inc.","3030 Pioneer Road, Grandview MO 64030",38.9004,-94.5442,,
China,Lianyungang,LYGC,Sinotrans Landbridge Transport,"No. 8 Huanghai Road, Lianyungang 222042, Jiangsu",34.7338,119.458,,
France,Lyon,LYSB,Trailer & Container Service,"Rue du Lyonnais, F-69800 Saint Priest",45.7062,4.9317,,
France,Lyon,LYSO02,Arnal Lyon,"11 Rue Jean Bouin, Port Edouard Herriot, 69007 Lyon",45.7282,4.8396,,
India,Chennai,MAAA,Bay Container Terminal Pvt.,"No.16, Vichoor Main Road, Kulakkarai, Chennai 600103",13.2112,80.2765,,
India,Chennai,MAAD03,Madras Container Terminal,"3/193A - Kadappakkam Village, Ponneri High Road, Chennai 600103",13.2657,80.267,,
Brazil,Manaus,MAOA,SUPER TERMINAIS COMERCIO,"Av Abiurana nr1474, Distrito Industrial, Manaus 69075-010",-3.1212,-60.013,,
Australia,Melbourne,MEL17,SCF Group Pty Ltd,"215 Sunshine Road, Tottenham, VIC, 3012",-37.7998,144.8703,,
Australia,Melbourne,MEL18,HYDE PARK TANK DEPOT,"49-53 McArthurs Road, Altona North VIC 3025",-37.8287,144.8512,,
Australia,Melbourne,MELG,Victorian Container Management,"141-159 Dohertys Road, Altona North Vic. 3025",-37.8331,144.8169,,
Australia,Melbourne,MELK,Melbourne Container Park,"265–281 Sunshine Road, Tottenham Victoria 3012",-37.7995,144.8587,,
Australia,Melbourne,MELM,Qube Hire And Sales Depot,"172-184 Dynon Road, West Melbourne VIC 3003",-37.8125,144.9272,,
Australia,Melbourne,MELN,ACFS Port Logistics PTY LTD,"24 Kooringa Way, Port Melbourne VIC 3207",-37.8326,144.9171,,
USA,Kansas City,KCTF,TSL Gardner,"3803 Gardner Ave, Kansas City MO 64120",39.1312,-94.5133,,
Turkey,Mersin,MERA,Arkas Logistics SA,"Cilek Mahallesi, 6349 Sokak, No: 21, 33300 Mersin",36.799,34.6576,,
Mexico,Mexico City,MEX01,Conglobal Industries,"Calle Carretera Federal Jorobas Tula, Atotonilco De Tula, Hidalgo",20.032,-99.2227,,
USA,Los Angeles,LAXA,ConGlobal Industries - 1600 E. Lomita Blvd.,"1600 E. Lomita Blvd., Wilmington CA 90744",33.792,-118.2493,,
USA,Los Angeles,LAXB,ConGlobal Industries - 1304 E. Lomita Blvd.,"1304 E. Lomita Blvd., Wilmington CA 90744",33.7922,-118.2542,,
USA,Louisville,LVLB,ITS ConGlobal,"1803 South Park Road, Louisville KY 40219",38.1872,-85.7596,,
Italy,Milan,MILA,Spinelli S.r.l.,"Via Don Luigi Sturzo 13, Arluno, 20010 Milano",45.489,8.946,,
Italy,Milan,MILH,Coremas Polaris Italia SRL,"Via Sant'Elia, 31/33, 20066 Melzo (Milano)",45.4966,9.4205,,
Italy,Modena,MODC,Terminal Spinelli srl,"P/O Scalo FS A.C.T., 42013 Dinazzano di Casalgrande",44.591,10.7035,,
Japan,Moji,MOJA,GENEQ Corporation,"11-3 Tachinourakaigan, Moji-ku, Kitakyushu City, 801-0805",33.9441,130.942,,
Kenya,Mombasa,MOMC,Gateway Marine Services Limited,"Makupa Causeway, Kibarani Flyover, Mombasa",-4.0401,39.6411,,
USA,Memphis,MEMG,ConGlobal Industries,"642 East Brooks Road, Memphis TN 38109",35.0698,-90.0503,,
USA,Miami,MIAD,Miami Container Repair Co.,"9801 N.W. 106th Street, Medley FL 33178",25.8676,-80.3556,,
France,Marseille,MRS02,Arnal Marseille,"Chemin de Bizet, Les Tuileries, 13016 Marseille",43.3667,5.3167,,
France,Marseille,MRS03,CCIS France - Marseille,"Zi ACTISUD, 90 Chemin du ruisseau Mirabeau, 13015 Marseille",43.3535,5.345,,
France,Marseille,MRSA,Trailer & Container Service,"Chemin de Bizet, F-13016 Marseille",43.3667,5.3167,,
USA,Miami,MIAH,"Gold Coast Repairs, Inc.","13850 N.W. 105th Avenue, Hialeah FL 33018",25.8906,-80.3707,,
USA,Miami,MIAJ,"Maritime Container Services, Inc.","10400 N.W. 95th Avenue, Medley FL 33178",25.8659,-80.3522,,
Germany,Munich,MUCA,Container Depot Muenchen,"Wilhelm-Kemmelmeyer-Bogen 26, 85774 Unterföhring",48.197,11.6472,,
Germany,Munich,MUCB,Kloiber GmbH,"Hofbraeuallee, 81829 Muenchen",48.1298,11.6522,,
India,Mundra,MUNA,Bay Container Terminal Pvt.,"Survey No. 46/2, Kubo Vadi Borana Road, Nana Kapaya, Mundra Kutch",22.8397,69.7219,,
India,Mundra,MUNB,Container Solutions (India) Private Limited,"Zarapara Road, Ambaji Warehouse Park, Mundra, Kutchch",22.8393,69.7108,,
China,Nanjing,NAJA,NanJing Port Longtan Container,"No. 1-2 Longtan Logistics Park, Nanjing 210058, Jiang Su",32.1667,118.8833,,
China,Nantong,NANB,Ningbo CIMC Container Services,"No. 255, Zhujiang Road, Beilun Zone, Ningbo 315800",29.9345,121.8825,,
Italy,Naples,NAPC,Terminal Miele Leasing Co.,"Via Nouva delle Brecce 151, 80040 Napoli",40.8675,14.2947,,
Italy,Naples,NAPD,E.C.F. Trasporti Tedeschi srl,"Via Bartolo Longo 296, 80147 Napoli",40.872,14.2953,,
China,Ningbo,NBOB,"Ningbo Victory Container Co., Ltd.","Ningbo, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOF,CIMC Wetrans Container Logistics (Ningbo),"Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOG,Greating Fortune (Ningbo),"Ningbo, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOH,"Ningbo Sanlly Container Services Co., Ltd.","Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOI,"Ningbo Skylark Container Co., Ltd.","Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOJ,"CML (Ningbo) Logistics Co., Ltd.","Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOK,"Ningbo Zhaohua Wanda Logistics Co., Ltd","Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOL,"Zhejiang Portex Logistics Technology Co., Ltd","Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOM,Ningbo Free Trade Zone Xingao Logistics Co.,"Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBON,"Ningbo Deshang ColdChain Technology Co.,Ltd","Ningbo 315800, Zhejiang, China",29.8683,121.544,,
China,Ningbo,NBOO,Zhejiang Yuanxin Supply Chain Co.Ltd,"Ningbo 315000, Zhejiang, China",29.8683,121.544,,
India,New Delhi,NDLA,Bay Container Terminal Pvt.,"Delhi-Mathura Road Highway, Faridabad, New Delhi 110048",28.4089,77.3178,,
India,New Delhi,NDLL03,Jay Container Services Co (P) Ltd.,"Greater Noida, Gautam Budh Nagar, Uttar Pradesh 201306",28.4744,77.504,,
Japan,Nagoya,NGOA,"Tokai Kyowa Co., Ltd.","Nishihama 30-7, Tobishima-mura, Aichi, Nagoya 490-1447",35.0505,136.788,,
Japan,Nagoya,NGOB,"Kamigumi Co., Ltd.","Nishihama 27-2, Tobishima-mura, Aichi, Nagoya",35.0505,136.788,,
Japan,Nagoya,NGOD,"Meiko Trans Co., Ltd.","Tomihama 2-chome, Yatomi City, Aichi, Nagoya 455-8650",35.1081,136.7216,,
USA,Minneapolis,MSPA,Universal Intermodal Services,"630 30th Avenue N.E., Minneapolis MN 55418",45.0192,-93.2423,,
USA,Minneapolis,MSPD,TKI Intermodal,"123 27th Ave. NE, Minneapolis MN 55418",45.0135,-93.254,,
USA,Norfolk,NOFB,ConGlobal Industries,"806 Meads Ct, Chesapeake VA 23323",36.8026,-76.3532,,
USA,Norfolk,NOFD,Marine Repair Services,"3004 Yadkin Road, Chesapeake VA 23323",36.8037,-76.3534,,
USA,New Orleans,NORA,ConGlobal Industries,"10090 Almonaster Ave., New Orleans LA 70127",30.0244,-89.9532,,
USA,New Orleans,NORC,C&C Maintenance Holdings LLC (Integrated),"3501 France Road, New Orleans LA 70126",30.0209,-90.0197,,
USA,New York,NYCF,Integrated Industries Corp. - Woodbridge,"1 Pennval Road, Woodbridge NJ 07095",40.5576,-74.2726,,
Ireland,Cork,ORKA,Container Storage and Repair,"Tivoli Container Terminal, Cork",51.9078,-8.4013,,
Japan,Osaka,OSAA,Konoike Transportation Co. Ltd,"5-1 Nanko-Higashi, Suminoe-Ku, Osaka 559-0031",34.634,135.4157,,
Japan,Osaka,OSAB,Sankyu Inc.,"Nanko C7, 3-125, 7-Chome Nanko-Naka, Suminoe-Ku, Osaka",34.6351,135.4167,,
Italy,Padova,PDVA,Interporto Padova S.p.A.,"Corso Spagna 14/D, 35127 Padova",45.4064,11.8768,,
Mexico,Progreso,PGOONE,Deposito CIMA Group,"Carretera Merida progreso km. 22, Progreso Yucatan 97320",21.282,-89.6622,,
Malaysia,Port Klang,PKLD,New Eng Kong Container,"Lot A23, Jalan Tun Perak 3, Perdana Industrial Park, 42000 Port Klang",3.0081,101.3903,,
Malaysia,Port Klang,PKLE,ICS Depot Services Sdn. Bhd.,"Lot No. 4-A, Lingkaran Sultan Mohamed 2, 42000 Port Klang",3.0027,101.3945,,
Malaysia,Port Klang,PKLF,Container Connections (M) Sdn,"Lot 18, Lebuh Sultan Mohamed 1, 41200 Port Klang",3.0022,101.3915,,
Malaysia,Port Klang,PKLGF,Greating Fortune (M) Logistics Sdn Bhd,"PT 65617, Persiaran Sultan Alauddin/KU17, 42000 Port Klang",3.0091,101.401,,
Malaysia,Port Klang,PKLH,SH Cogent Logistics Sdn Bhd,"No.25, Lorong Sultan Mohamed 25E, 42000 Pelabuhan Klang",3.0083,101.3892,,
Malaysia,Penang,PNGC,Eng Kong Container Services,"Lot 1332, Mukim 14, Jalan Banang Lallang, 13400 Butterworth",5.3993,100.3746,,
Malaysia,Penang,PNGE,ICS Depot Services Sdn. Bhd.,"No. 2443, Lorong Perusahaan Satu, 13600 Prai, Penang",5.381,100.3976,,
Malaysia,Penang,PNGG,Mutual Space Sdn Bhd,"Lot 2877, Lorong Kaw Perusahaan Sungai, Lokan 5, 13000 Butterworth",5.3938,100.3772,,
USA,New York,NYCI,Integrated Industries Corp. - Old Bridge,"3237 Cheesequake Road, Old Bridge NJ 08857",40.4355,-74.2964,,
Brazil,Paranagua,PRGA,Transatlantica Containers,"BR 277, Km 2.5, Porto de Paranagua, Parana 83203-260",-25.5167,-48.5167,,
China,Qingdao,QGDA,Qingdao GangLianJie Int'l,"Qingdao 266500, Shandong, China",36.0671,120.3826,,
China,Qingdao,QGDC,Sinotrans Container Lines,"Qingdao, China",36.0671,120.3826,,
China,Qingdao,QGDH,Qingdao Ocean & Great Asia,"Qingdao 266500, Shandong, China",36.0671,120.3826,,
China,Qingdao,QGDK,Qingdao Singamas International Logistics,"Qingdao 266500, Shandong, China",36.0671,120.3826,,
China,Qingdao,QGDL,"Qingdao MinJun Logistics Co., Ltd.","Qingdao 266513, Shandong, China",36.0671,120.3826,,
China,Qingdao,QGDM,"Qingdao KaiBiao Logistics Co.,Ltd","Qingdao 266555, Shandong, China",36.0671,120.3826,,
China,Qinzhou,QZHA,ShenZhen Greating Fortune Automatization,"Fengtong Industrial Zone, Qinzhou, Guangxi, China",21.9782,108.6548,,
Finland,Rauma,RAUB,Depot Service Rauma OY,"Hakunintie 28, 26100 Rauma, Finland",61.1197,21.4853,,
Brazil,Rio Grande,RGRA,Cranston Transportes,"Via 1 - Lotes 2/3, Distrito Industrial, Rio Grande, Brazil",-32.0453,-52.1046,,
Brazil,Rio Grande,RGRB,Mercotainer Terminal De Container Ltda,"Rua Prof. G. E. Dawson 250, Rio Grande, Brazil",-32.0357,-52.1316,,
Brazil,Rio De Janeiro,RIOG,KLOG Transportes Ltda,"Rua Carlos Seidl 398, Caju, Rio de Janeiro, Brazil",-22.8748,-43.2219,,
France,Rouen,ROUA,Arnal Rouen,"Boulevard du Grand Aulnay, 76530 Grand Couronne, Rouen",49.3674,1.0248,,
Netherlands,Rotterdam,RTMA,UWT Bunschotenweg (Zwennis),"Bunschotenweg 124, 3089 KC Rotterdam, Netherlands",51.8833,4.4295,,
Netherlands,Rotterdam,RTMC,Kramer depot RTW2 (Zwennis),"Magallanesstraat 25, 3199 LP Rotterdam, Netherlands",51.9527,4.0987,,
Netherlands,Rotterdam,RTMK,Waalhaven Botlek Terminal (WBT) Zwennis,"Nieuwesluisweg 268, 3197 KV Rotterdam, Netherlands",51.879,4.2705,,
Netherlands,Rotterdam,RTML,Cetem Containers B.V.,"Westgeulstraat 6, 3197 LD Rotterdam, Netherlands",51.872,4.2719,,
Netherlands,Rotterdam,RTMLR,RSC c/o Cetem,"Reeweg 35, 3089 KM Rotterdam, Netherlands",51.8891,4.4091,,
Netherlands,Rotterdam,RTMN,Holland Reefer Service B.V.,"Theemsweg 48, 3197 KM Rotterdam, Netherlands",51.8837,4.2725,,
Netherlands,Rotterdam,RTMS,Kramer Home-depot (Zwennis),"Reeweg 25, 3089 KM Rotterdam, Netherlands",51.889,4.4085,,
Netherlands,Rotterdam,RTMT,Kramer Distripark Depot (Zwennis),"Malakkastraat 51, 3199 LK Rotterdam, Netherlands",51.95,4.0996,,
Netherlands,Rotterdam,RTMT32,Cotac Nederland BV,"Oude Maasweg 44-50, 3197 ZH Rotterdam, Netherlands",51.8602,4.335,,
Chile,San Antonio,SAIA,AGUNSA SAN ANTONIO,"Av. La Playa S/N, Llo-Lleo, San Antonio, Chile",-33.5997,-71.6125,,
Chile,San Antonio,SAIB,Depositos y Contenedores S.A.,"Ruta G 86 3559, Barrio Industrial, San Antonio, Chile",-33.5997,-71.6125,,
Chile,San Antonio,SAIST,Sitrans San Antonio,"O’Higgins 2767, Barrancas, San Antonio, Chile",-33.5871,-71.6136,,
Brazil,Santos,SANF,HIPERCON Terminais de Cargas L,"Rua Boris Kauffmann 218, Santos, Sao Paulo, Brazil",-23.9601,-46.3336,,
Brazil,Santos,SANG,DepotCe - Deposito de Tank,"Av. Plinio de Queroz, Cubatao, Santos, Brazil",-23.8947,-46.4083,,
Brazil,Santos,SANH,Delta Terminais De Containers,"Rod. Padre Manoel Da Nobrega, Praia Grande, Brazil",-24.0048,-46.4102,,
Brazil,Salvador,SARD,Wilport Operadores,"Rodovia BR 324 Km 7/8, Piraja, Salvador, Bahia, Brazil",-12.9239,-38.4599,,
USA,New York,NYCJ,"C&C Maintenance, LLC (Integrated)","88 Marsh Street, Newark NJ 07114, USA",40.7106,-74.1846,,
USA,Portland,POTA,ConGlobal Industries,"9639 N Rivergate Blvd, Portland OR 97203, USA",45.6267,-122.7555,,
USA,Savannah,SAVD,ConGlobal Industries - Port Wentworth,"321 Grange Rd, Port Wentworth GA 31407, USA",32.1756,-81.1682,,
Chile,Santiago,SCLC,AGENCIA UNIVERSALES S.A.,"Av. Del Ferrocarril S/N, Valle Grande Lampa, Santiago, Chile",-33.3631,-70.7366,,
Chile,Santiago,SCLD,Depositos y Contenedores S.A.,"Ruta 68 KM 10, Pudahuel, Santiago, Chile",-33.4381,-70.7667,,
Chile,Santiago,SCLST,Sitrans Santiago,"Jorge Alessandri Rodriguez 10700, Lo Chen, Santiago, Chile",-33.5406,-70.6973,,
USA,Savannah,SAVE,"C&C Maintenance, LLC (Integrated)","487 Bourne Ave, Garden City GA 31408, USA",32.1345,-81.1527,,
Korea,Seoul,SEL01,Railroad Container Services,"Uiwang City, Kyung Gi Do, Seoul, Korea",37.3614,126.9355,,
USA,Savannah,SAVF,ConGlobal Industries - Garden City,"124 Prosperity Dr, Garden City GA 31408, USA",32.1347,-81.1529,,
USA,Seattle,SEAA,ConGlobal Industries,"4601 Diagonal Ave S, Seattle WA 98124, USA",47.557,-122.3284,,
China,Shanghai,SHAA,SIPG & Sinotrans Container,"Shanghai, China",31.2304,121.4737,,
China,Shanghai,SHABA,"Shanghai HuaYu Logistics Co., LTD","Shanghai, China",31.2304,121.4737,,
China,Shanghai,SHACA,"Sanlly Container Services Co., Ltd. Shanghai","Shanghai 201901, China",31.2304,121.4737,,
China,Shanghai,SHADA,Shanghai Liangkun Logistics Co. Ltd.,"Shanghai 200137, China",31.2304,121.4737,,
China,Shanghai,SHAEA,Shanghai Jiawang International Container,"Shanghai 201201, China",31.2304,121.4737,,
China,Shanghai,SHAFA,"Shanghai Zidong Int'l Logistics Co., Ltd.","Shanghai 200131, China",31.2304,121.4737,,
China,Shanghai,SHAHA,Shanghai Cinthang Mountains Service Limited,"Shanghai, China",31.2304,121.4737,,
China,Shanghai,SHAIA,"Shanghai ChunYu Container Service Co., Ltd.","Shanghai 201999, China",31.2304,121.4737,,
China,Shanghai,SHAJ,CIMC Wetrans Logistics Service (Shanghai),"Shanghai, China",31.2304,121.4737,,
China,Shanghai,SHAKA,Shanghai PJT Logistics Info Tech,"No.655 Tong Shun Ave, Pudong, Shanghai 201306, China",31.1739,121.5917,,
China,Shanghai,SHALA,Shanghai Huasing Int'l Container Freight,"Shanghai 200940, China",31.2304,121.4737,,
China,Shanghai,SHAMA,New-Far (Shanghai) Global Development,"No.168 Meisheng Rd, Pudong, Shanghai 200131, China",31.2201,121.5543,,
China,Shanghai,SHAS,Greating Fortune (Shanghai),"Shanghai 201207, China",31.2304,121.4737,,
China,Shanghai,SHATA,Shanghai Stolt Container Terminal,"No: 288 Liang Le Rd, Lao Gang Industry, Nanhui, Shanghai",30.8596,121.7993,,
China,Shanghai,SHAY,"Shanghai Yifa Container Service Co.,Ltd.","Shanghai 200137, China",31.2304,121.4737,,
China,Shekou,SHE06,Shenzhen Ganghang Container Service,"Qianhai FTZ, Nanshan District, Shenzhen, China",22.5362,113.9276,,
China,Shekou,SHEB,Shenzhen Cntr System Co. Ltd.,"TingHai Ave, Nanshan, Shenzhen 518067, China",22.4922,113.902,,
China,Shekou,SHED1,HK Sumputous Int'l Ltd. - Da Chan Bay,"Da Chan Bay, Bao’an, Shenzhen 518102, China",22.5397,113.8656,,
China,Shekou,SHED2,Shenzhen Sail Stars Containers Co. Ltd.,"Jingang Ave, Xixiang, Baoan, Shenzhen, China",22.5941,113.8558,,
China,Shekou,SHEE,CIMC Wetrans Container Logistics (Shenzhen),"Mawan Rd 1045, Nanshan, Shenzhen, China",22.4838,113.898,,
China,Shekou,SHEJ,SHENZHEN GREATING FORTUNE AUTO,"Mawan Ave, Nanshan, Shenzhen 518067, China",22.4831,113.8995,,
China,Shekou,SHEL,Shenzhen Dachan Bay Modern Port Dev,"Da Chan Bay Terminal, Bao An, Shenzhen, China",22.5397,113.8656,,
China,Shekou,SHEM,HK Sumputous Int'l Ltd. - Shekou Depot,"Hanghai Rd, Qianhai FTZ, Nanshan, Shenzhen 518054, China",22.5362,113.9276,,
China,Shekou,SHEN,Guangzhou Sanlly Container Services,"Hanghai Rd, Nanshan, Shenzhen, China",22.4922,113.902,,
Singapore,Singapore,SINC,Eng Kong Container Agencies,"61 Tuas South Street 5, Singapore 637382",1.2924,103.6244,,
Singapore,Singapore,SINGF,Wing Seng Logistics Pte Ltd,"12 Tuas View Circuit, Singapore 637468",1.293,103.6275,,
Singapore,Singapore,SINH,CWT Integrated Pte Ltd,"22 Pioneer Sector 2, Singapore 628380",1.3139,103.675,,
Singapore,Singapore,SINHRT,CWT Integrated Pte Ltd (Reefers and Tanks),"12 Tuas South Street 2, Singapore 638039",1.2905,103.6263,,
Singapore,Singapore,SINJ,Container Connections Pte. Ltd.,"14 Tuas View Circuit, Singapore 639930",1.2938,103.6303,,
Singapore,Singapore,SINJTA,Container Connection Pte Ltd (Tanks),"16 Tuas View Circuit, Singapore 637359",1.2939,103.6289,,
Singapore,Singapore,SINK,Cogent Container Depot Pte Ltd,"1 Buroh Crescent, Singapore 627545",1.3205,103.7099,,
Singapore,Singapore,SINN,Pacific Trans Pte Ltd.,"15A Tuas South Avenue 12, Singapore 637133",1.2737,103.6272,,
Singapore,Singapore,SINO,Chuan Li Container Pte Ltd,"12A Refinery Road, Singapore 628193",1.2853,103.7087,,
Singapore,Singapore,SINW,ACW engineering & Marine Services Ptd Ltd.,"36 Penjuru Road, Singapore 609149",1.3209,103.7236,,
UK,Southampton,SOU05,Eldapoint Ltd.,"Ealing Wharf, High Street, Totton, Southampton SO40 4TE, UK",50.9203,-1.498,,
Indonesia,Semarang,SRGA,PT Multi Bina Pura International,"Kawasan Industri Cipta Blok 2, Semarang 05175, Indonesia",-6.9567,110.4208,,
Indonesia,Semarang,SRGG,PT.GREATING FORTUNE LOGISTIK (SEMARANG),"Kawasan Industri Cipta Guna Blok 7, Semarang 50175, Indonesia",-6.9567,110.4208,,
USA,Oakland (SFO),SFOL,ConGlobal Industries - Burma Location,"189 Burma Rd, Oakland CA 94607, USA",37.8141,-122.3456,,
USA,Oakland (SFO),SFOP,Oakland Wilbur - Conglobal,"3201 Wilbur Ave, Antioch CA 94509, USA",38.0086,-121.8147,,
Indonesia,Surabaya,SUBB,P.T. Tungya Collins Terminal,"Jln. Margomulyo 41, Surabaya, Indonesia",-7.2362,112.6846,,
Indonesia,Surabaya,SUBC,P.T. Wiratama Dekon Perkasa,"Jl. Tanjung Kalianak Kav 8, Surabaya, Indonesia",-7.2225,112.7006,,
Indonesia,Surabaya,SUBG,PT. Greating Fortune Indonesia,"Jl. Raya Greges No. 06, Surabaya 60184, Indonesia",-7.2063,112.6957,,
Australia,Sydney,SYDJ,Tyne Container Services Pty Ltd. (Punchbowl),"111 Bonds Rd, Punchbowl NSW, Australia",-33.9276,151.0644,,
Australia,Sydney,SYDK,ACFS Port Logistics PTY LTD - Sydney e-Rail,"Gate E5, Mainline Rd, Strathfield NSW 2135, Australia",-33.8728,151.093,,
Austria,Salzburg,SZG01,CTS CONTAINER TERMINAL SALZBURG GMBH,"Terminalstrasse 1, 5071 Wals/Salzburg, Austria",47.7932,12.9964,,
Chile,Talcahuano,TALD,Agencias Universales S.A,"Blanco Encalada 701, Recintos Portuarios, Talcahuano, Chile",-36.7156,-73.1182,,
Chile,Talcahuano,TALST,Sitrans Talcahuano,"Avda. Rocoto 2000, Talcahuano, Chile",-36.7351,-73.1024,,
China,Tianjin,TJNA,"Tianjin Keyun Logistics Co., Ltd","Tianjin, China",39.3434,117.3616,,
China,Tianjin,TJNE,Tianjin RunFeng Logistics Co.,"Tianjin 300456, China",39.3434,117.3616,,
China,Tianjin,TJNG,Singamas Logistics (Tianjin),"Tianjin 300461, China",39.3434,117.3616,,
China,Tianjin,TJNH,Tianjin Zhaohua Zhongdian,"Tianjin, China",39.3434,117.3616,,
China,Tianjin,TJNI,"CML (Tianjin) Logistics Co., Ltd.","Tianjin, China",39.3434,117.3616,,
China,Tianjin,TJNJ,"Tianjin HaiGangHua Container Tech Co., Ltd","Tianjin 300461, China",39.3434,117.3616,,
USA,St. Louis,STLA,Midwest Systems,"74 Fairmont City Blvd, Fairmont City IL 62201, USA",38.6523,-90.0939,,
Australia,Townsville,TOWE,NSS Port Logistics Pty Ltd,"121-127 Hubert St, South Townsville, QLD 4810, Australia",-19.265,146.8252,,
New Zealand,Tauranga,TRGA,NZL Container Services Limited,"Waimarie St, Mount Maunganui, Tauranga, New Zealand",-37.6557,176.1925,,
New Zealand,Tauranga,TRGB,Specialized Container Services,"Waimarie & Totara St, Mount Maunganui, Tauranga, New Zealand",-37.6529,176.1881,,
Italy,Trieste,TRSA,Auta Marocchi S.p.A.,"Riva Cadamosto 12, 34147 Trieste, Italy",45.6334,13.7681,,
India,Tuticorin,TUTA,Bay Container Terminal Pvt.,"Milavittan, Madurai Bye Pass Rd, Tuticorin 628008, India",8.7642,78.1348,,
Taiwan,Taichung,TXGB,Excellency Container Corp.,"No. 119, Sec 2, Lin-Kang Rd, Lung-Ching, Taichung, Taiwan",24.2111,120.5436,,
Japan,Tokyo,TYOB,"Nippon Express Co., Ltd.","6-chome Tokai, Ohta-ku, Tokyo 143-0001, Japan",35.5917,139.7922,,
Japan,Tokyo,TYOH,"The Sumitomo Warehouse Co., Ltd","6-18 Tokai, Ohta-ku, Tokyo, Japan",35.5917,139.7922,,
USA,St. Louis,STLC,ConGlobal Industries - Sauget,"2345 Sauget Industrial Pkwy, Sauget IL 62206, USA",38.5856,-90.1587,,
Italy,Venice,VCEA,Auta Marocchi S.p.a.,"Via della Chimica 13, 30176 Malcontenta-Venezia, Italy",45.4317,12.2276,,
Mexico,Veracruz,VERB,"Container-Care ICAVE, S.A. de","Carretera Veracruz-Jalapa S/N KM 9.4, Veracruz, Mexico",19.1699,-96.164,,
Austria,Vienna,VIEB,Wiencont Container Terminal,"Freudenauer Hafenstrasse 12, 1020 Wien, Austria",48.2004,16.4417,,
Spain,Valencia,VLCD,Recomar S.A.,"Carretera Moncada-Naquera CV-315, km.6, Naquera, Spain",39.6171,-0.4206,,
Spain,Valencia,VLCF,Tecnica Y Manutencion (TYMSA),"C/ Riu Vinalopo 29, Quart De Poblet, Valencia, Spain",39.4794,-0.4647,,
Spain,Valencia,VLCH,Valencia Container Depot S.L.,"Ronda Del Puerto De Valencia 19-C, Ribarroja, Valencia, Spain",39.5177,-0.5795,,
Spain,Valencia,VLCHRF,Spain Container Depot,"Puerto de Valencia, Valencia, Spain",39.4381,-0.3199,,
Chile,Valparaiso,VPSA,Depositos y Contenedores S.A.,"Av. Bernardo O'Higgins 388, Placilla Oriente, Valparaiso",-33.0654,-71.5518,,
Chile,Valparaiso,VPSB,AGUNSA,"Belgica s/n Placilla, Placilla de Penuelas, Valparaiso",-33.0654,-71.5518,,
Chile,Valparaiso,VPSST,Sitrans Valparaíso,"Av. Tupungato 2821, Curauma, Valparaíso, Chile",-33.0665,-71.5357,,
China,Weihai,WEHA,Sinotrans Central China Co Ltd Weihai Br.,"Daqing Rd, Weihai 264500, Shandong, China",37.5131,122.1205,,
China,Wuhan,WHNA,Wuhan Sinoport Logistics,"9 Ping Jiang West Rd, Yang Luo Dev. Zone, Wuhan 430415, China",30.6434,114.3054,,
China,Xiamen,XIAA,Sinotrans Xiamen,"200 Zhaishang Rd W, Xiamen 361012, China",24.5196,118.0819,,
China,Xiamen,XIAD,Greating Fortune (Xiamen),"Xiang Yu Free Zone (2), Xiamen, China",24.5196,118.0819,,
